Taxa_Name;Author;Phytobs_Taxa_Code;Phytoplankton_Group;Phylum;Class;Order;Family;Genus;Species;Life_Form;Life_Form2;Phytobs_Cell_Form;Phytobs_Ind_Form;Min_Width;Max_Width;Min_Length;max_Lenght;Cell_Biovolume;Ind_Biovolume;Carbon;Min_Size_Ind;Max_Size_Ind;Ignatiades_Size_Class;Motility;Flagellum;Nb_Flagellum;Aerotope;Contractile_Vacuole;Mucilage;Akinete;Heterocyte;Cyst;Plast;Nb_Plast;Sheath;Tractus;Siciliceous_Skeleton;Lorica;Plate;Scale;Ornamentation;Protuberance;Protuberance_Type;Protuberance_Size;Nb_Protuberance;Chlo_B;Chlo_C;Xanthophyll;Phycobilin;Toxin;Microcystin;Anatoxin-a;Anatoxin-a(S);Cylindrospermopsin;Saxitoxin;BMAA;Nutrition;Reproduction;Water_Type;Water_Trophy;Tolerance;Reynolds_Group
Cyanogranis libera;Hindák;CYGLIB;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Synechococcaceae;Cyanogranis;Cyanogranis libera;Col.;None;Rotationnal Ellipsoid;#NA;0.4;0.7;0.4;1;1;#NA;0.22;Picophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater;#NA;#NA;#NA
Dolichospermum;(Ralfs ex Bornet & Flahault) Wacklin, Hoffmann & Komárek;DOLSPX;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Nostocales;Aphanizomenonaceae;Dolichospermum;;Fil.;None;Sphere;Cylinder;4;50;4;50;290;#NA;44.32;Nanophytoplankton;Mesophytoplankton;Microplankton;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;0;1;1;1;1;0;Autotrophic;Asexual-binary fission or akinete;Freshwater;Eutrophic;#NA;#NA
Dolichospermum flos-aquae;(Brébisson ex Bornet & Flahault) Wacklin, Hoffmann & Komárek;DOLFLO;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Nostocales;Aphanizomenonaceae;Dolichospermum;Dolichospermum flos-aquae;Fil.;None;Sphere;Cylinder;2.5;14;2.5;35;105;1570;17.07;Nanophytoplankton;Mesophytoplankton;Microplankton;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;0;1;1;1;1;0;Autotrophic;Asexual;Freshwater;Eutrophic;Low nitrogen and carbon;H1
Dolichospermum sigmoideum;(Nygaard) Wacklin, Hoffmann & Komárek;DOLSIG;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Nostocales;Aphanizomenonaceae;Dolichospermum;Dolichospermum sigmoideum;Fil.;None;Rotationnal Ellipsoid;Cylinder;6.5;13;6.5;13;325;4000;49.33;Nanophytoplankton;Mesophytoplankton;Microplankton;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;0;1;1;1;1;0;Autotrophic;Asexual;Freshwater;Eutrophic;Low nitrogen and carbon;H1
Dolichospermum solitarium;(Klebahn) Wacklin, Hoffmann & Komárek;DOLSOL;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Nostocales;Aphanizomenonaceae;Dolichospermum;Dolichospermum solitarium;Fil.;None;Sphere;Cylinder;6.5;12;6.5;12;660;#NA;95.94;Nanophytoplankton;Mesophytoplankton;Microplankton;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;0;1;1;1;1;0;Autotrophic;Asexual;Freshwater;Eutrophic;Low nitrogen and carbon;H1
Dolichospermum spiroides;(Klebahn) Wacklin, Hoffmann & Komárek;DOLSPI;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Nostocales;Aphanizomenonaceae;Dolichospermum;Dolichospermum spiroides;Fil.;None;Sphere;Cylinder;3.5;8;6;9;242;#NA;37.40;Nanophytoplankton;Mesophytoplankton;Microplankton;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;0;1;1;1;1;0;Autotrophic;Asexual;Freshwater;Eutrophic;Low nitrogen and carbon;H1
Dolichospermum viguieri;(Denis & Frémy) Wacklin, Hoffmann & Komárek;DOLVIG;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Nostocales;Aphanizomenonaceae;Dolichospermum;Dolichospermum viguieri;Fil.;None;Sphere;Cylinder;4;8.5;5;7;165;#NA;26.10;Nanophytoplankton;Mesophytoplankton;Microplankton;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;0;1;1;1;1;0;Autotrophic;Asexual;Freshwater;Eutrophic;Low nitrogen and carbon;H1
Glaucospira;Lagerheim;GLUSPX;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Spirulinales;Spirulinaceae;Glaucospira;;Fil.;None;Cylinder;Cylinder;1.2;5;3;60;36;434;6.25;Nanophytoplankton;Microphytoplankton;Nanoplankton;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;#NA;#NA;#NA
Gloeocapsa;Kützing;GLCSPX;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Chroococcales;Microcystaceae;Gloeocapsa;;Col.;None;Sphere;#NA;0.7;9.5;0.7;9.5;245;#NA;37.83;Picophytoplankton;Microphytoplankton;Microplankton;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;#NA;#NA;#NA
Komvophoron;Anagnostidis & Komárek;KOMSPX;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Oscillatoriales;Gomontiellaceae;Komvophoron;;Fil.;None;Cylinder;Cylinder;0.5;5.5;1.6;11;80;252;13.23;Picophytoplankton;Mesophytoplankton;Nanoplankton;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;#NA;#NA;#NA
Komvophoron minutum;Skuja;KOMMIN;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Oscillatoriales;Gomontiellaceae;Komvophoron;Komvophoron minutum;Fil.;None;Cylinder;Cylinder;0.5;1.5;2;3.5;4;500;0.79;Picophytoplankton;Mesophytoplankton;Nanoplankton;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;#NA;#NA;#NA
Komvophoron skujae;Anagnostidis & Komárek;KOMSKU;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Oscillatoriales;Gomontiellaceae;Komvophoron;Komvophoron skujae;Fil.;None;Cylinder;Cylinder;2;3.5;2;3.5;14;560;2.57;Picophytoplankton;Mesophytoplankton;Nanoplankton;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;#NA;#NA;#NA
Leptolyngbya;Anagnostidis & Komárek;LELSPX;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Leptolyngbyaceae;Leptolyngbya;;Fil.;None;Cylinder;Cylinder;0.6;6;0.9;15;6.3;400;1.22;Picophytoplankton;Mesophytoplankton;Nanoplankton;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;1;Autotrophic;Asexual;Freshwater-marine water;#NA;#NA;#NA
Limnococcus limneticus;(Lemmermann) Komárková, Jezberová, Komárek & Zapomelová;LINLIM;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Merismopediaceae;Limnococcus;Limnococcus limneticus;Col.;None;Sphere;#NA;6;22;6;22;270;16900;41.45;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater-marine water;Mesotrophic;#NA;Lo
Limnolyngbya circumcreta;(West) Li & Li;LILCIR;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Leptolyngbyaceae;Limnolyngbya;Limnolyngbya circumcreta;Fil.;None;Cylinder;Cylinder;2;2.5;33;39;4.5;#NA;0.89;Microphytoplankton;Mesophytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Very low brightness;S1
Limnothrix;Meffert;LIMSPX;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Pseudanabaenaceae;Limnothrix;;Fil.;None;Cylinder;Cylinder;1;4.5;2;23;31;#NA;5.43;Picophytoplankton;Mesophytoplankton;Nanoplankton;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Very low brightness;S1
Limnothrix planctonica;(Woloszynska) Meffert;LIMPLA;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Pseudanabaenaceae;Limnothrix;Limnothrix planctonica;Fil.;None;Cylinder;Cylinder;1.5;3;6;10;12;#NA;2.23;Nanophytoplankton;Mesophytoplankton;Nanoplankton;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Very low brightness;S1
Limnothrix redekei;(Van Goor) Meffert;LIMRED;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Pseudanabaenaceae;Limnothrix;Limnothrix redekei;Fil.;None;Cylinder;Cylinder;1.2;2.5;8;14;27;300;4.77;Nanophytoplankton;Mesophytoplankton;Nanoplankton;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Very low brightness;S1
Limnothrix vacuolifera;(Skuja) Komárek et al.;LIMVAC;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Pseudanabaenaceae;Limnothrix;Limnothrix vacuolifera;Fil.;None;Cylinder;Cylinder;1.3;2;5;23;9;#NA;1.70;Nanophytoplankton;Mesophytoplankton;Nanoplankton;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Very low brightness;S1
Merismopedia;Meyen;MERSPX;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Merismopediaceae;Merismopedia;;Col.;None;Sphere;Parallelepiped;0.4;7;0.4;7;13;135;2.40;Picophytoplankton;Microphytoplankton;Nanoplankton;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual;Freshwater-marine water;Mesotrophic;#NA;Lo
Merismopedia tenuissima;Lemmermann;MERTEN;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Merismopediaceae;Merismopedia;Merismopedia tenuissima;Col.;None;Sphere;Parallelepiped;0.4;2.5;0.4;2.5;1;32;0.22;Picophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual;Freshwater-marine water;Mesotrophic;#NA;Lo
Microcystis;Kützing;MIOSPX;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Chroococcales;Microcystaceae;Microcystis;;Col.;None;Sphere;#NA;2;9;2;9;50;5240;8.51;Picophytoplankton;Mesophytoplankton;Microplankton;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual;Freshwater-marine water;Eutrophic;Strong brightness;M
Microcystis aeruginosa;Kützing;MIOAER;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Chroococcales;Microcystaceae;Microcystis;Microcystis aeruginosa;Col.;None;Sphere;#NA;3;9.4;3;9.4;97;5240;15.85;Nanophytoplankton;Mesophytoplankton;Microplankton;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual;Freshwater-marine water;Eutrophic;Strong brightness;M
Microcystis firma;(Kützing) Schmidle;MIOFIR;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Chroococcales;Microcystaceae;Microcystis;Microcystis firma;Col.;None;Sphere;#NA;0.8;4.8;0.8;4.8;1;#NA;0.22;Picophytoplankton;Mesophytoplankton;Nanoplankton;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Strong brightness;M
Microcystis flos-aquae;(Wittrock) Kirchner;MIOFLO;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Chroococcales;Microcystaceae;Microcystis;Microcystis flos-aquae;Col.;None;Sphere;#NA;2.5;5;2.5;5;35;23140;6.09;Nanophytoplankton;Mesophytoplankton;Microplankton;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Strong brightness;M
Microcystis ichthyoblabe;Kützing;MIOICH;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Chroococcales;Microcystaceae;Microcystis;Microcystis ichthyoblabe;Col.;None;Sphere;#NA;2;3.2;2;3.2;9;780;1.70;Picophytoplankton;Mesophytoplankton;Nanoplankton;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Strong brightness;M
Microcystis smithii;Komárek & Anagnostidis;MIOSMI;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Chroococcales;Microcystaceae;Microcystis;Microcystis smithii;Col.;None;Sphere;#NA;3.2;5.6;3.2;5.6;55;#NA;9.30;Nanophytoplankton;Microphytoplankton;Microplankton;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Strong brightness;M
Microcystis wesenbergii;Komárek;MIOWES;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Chroococcales;Microcystaceae;Microcystis;Microcystis wesenbergii;Col.;None;Sphere;#NA;4;10;4;10;64;#NA;10.73;Nanophytoplankton;Mesophytoplankton;Microplankton;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Strong brightness;M
Oscillatoria;Vaucher;OSCSPX;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Oscillatoriales;Oscillatoriaceae;Oscillatoria;;Fil.;None;Cylinder;Cylinder;6;24;1;12;410;2820;61.36;Picophytoplankton;Mesophytoplankton;Microplankton;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;1;0;1;0;0;Autotrophic;Asexual;Freshwater-marine water;Eutrophic;#NA;Tc
Pannus;Hickel;PANSPX;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Merismopediaceae;Pannus;;Col.;None;Sphere;#NA;1;3;1;3;2.9;#NA;0.59;Picophytoplankton;Microphytoplankton;Nanoplankton;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;#NA;#NA
Phormidium;Kützing ex Gomont;PHOSPX;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Oscillatoriales;Oscillatoriaceae;Phormidium;;Fil.;None;Cylinder;Cylinder;0.6;18;1.8;10;177;#NA;27.88;Picophytoplankton;Mesophytoplankton;Microplankton;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;1;0;1;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Very low brightness;S1
Planktolyngbya;Anagnostidis & Komárek;PLLSPX;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Leptolyngbyaceae;Planktolyngbya;;Fil.;None;Cylinder;Cylinder;1;4;2;16;4;225;0.79;Picophytoplankton;Mesophytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Very low brightness;S1
Planktolyngbya contorta;(Lemmermann) Anagnostidis & Komárek;PLLCON;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Leptolyngbyaceae;Planktolyngbya;Planktolyngbya contorta;Fil.;None;Cylinder;Cylinder;1;2;3;5;5;#NA;0.98;Nanophytoplankton;Mesophytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Very low brightness;S1
Planktolyngbya limnetica;(Lemmermann) Komarkova-Legnerova;PLLLIM;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Leptolyngbyaceae;Planktolyngbya;Planktolyngbya limnetica;Fil.;None;Cylinder;Cylinder;0.5;2;2;8;3;280;0.61;Picophytoplankton;Mesophytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Very low brightness;S1
Planktolyngbya minor;(Geitler & Ruttner) Komárek & Cronberg;PLLMIN;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Leptolyngbyaceae;Planktolyngbya;Planktolyngbya minor;Fil.;None;Cylinder;Cylinder;0.6;0.8;3;5.6;2.4;#NA;0.49;Nanophytoplankton;Mesophytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Very low brightness;S1
Planktothrix;Anagnostidis & Komárek;PLASPX;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Oscillatoriales;Microcoleaceae;Planktothrix;;Fil.;None;Cylinder;Cylinder;2;10;2;9.5;52;#NA;8.83;Picophytoplankton;Mesophytoplankton;Microplankton;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;#NA;#NA
Planktothrix agardhii;(Gomont) Anagnostidis & Komárek;PLAAGA;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Oscillatoriales;Microcoleaceae;Planktothrix;Planktothrix agardhii;Fil.;None;Cylinder;Cylinder;3.5;6;2.5;4;60;2800;10.10;Nanophytoplankton;Mesophytoplankton;Microplankton;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Very low brightness;S1
Planktothrix rubescens;(De Candolle ex Gomont) Anagnostidis & Komárek;PLARUB;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Oscillatoriales;Microcoleaceae;Planktothrix;Planktothrix rubescens;Fil.;None;Cylinder;Cylinder;3.9;9.4;2;5;60;2800;10.10;Picophytoplankton;Mesophytoplankton;Microplankton;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Oligo-mesotrophic;Low brightness;R
Pseudanabaena;Lauterborn;PSESPX;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Pseudanabaenaceae;Pseudanabaena;;Fil.;None;Cylinder;Cylinder;1;2.8;0.8;15;43;315;7.38;Picophytoplankton;Mesophytoplankton;Nanoplankton;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;1;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Very low brightness;S1
Pseudanabaena acicularis;(Nygaard) Anagnostidis & Komárek;PSEACI;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Pseudanabaenaceae;Pseudanabaena;Pseudanabaena acicularis;Fil.;None;Cylinder;Cylinder;1.5;1.5;10;10;177;280;27.88;Nanophytoplankton;Mesophytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;1;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Very low brightness;S1
Pseudanabaena amphigranulata;(Van Goor) Anagnostidis;PSEAMP;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Pseudanabaenaceae;Pseudanabaena;Pseudanabaena amphigranulata;Fil.;None;Cylinder;Cylinder;1;2.2;2;5;9.4;#NA;1.77;Picophytoplankton;Mesophytoplankton;Nanoplankton;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;1;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Very low brightness;S1
Pseudanabaena biceps;Böcher;PSEBIC;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Pseudanabaenaceae;Pseudanabaena;Pseudanabaena biceps;Fil.;None;Cylinder;Cylinder;2.3;3;7;7.5;10;#NA;1.88;Nanophytoplankton;Mesophytoplankton;Nanoplankton;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;1;0;0;0;0;Autotrophic;Asexual;Freshwater-marine water;Eutrophic;Very low brightness;S1
Pseudanabaena catenata;Lauterborn;PSECAT;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Pseudanabaenaceae;Pseudanabaena;Pseudanabaena catenata;Fil.;None;Cylinder;Cylinder;1.8;2.2;2;5;7;200;1.34;Picophytoplankton;Mesophytoplankton;Nanoplankton;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;1;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Very low brightness;S1
Pseudanabaena galeata;Boecher;PSEGAL;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Pseudanabaenaceae;Pseudanabaena;Pseudanabaena galeata;Fil.;None;Cylinder;Cylinder;0.8;2.7;1.2;15;9;280;1.70;Picophytoplankton;Mesophytoplankton;Nanoplankton;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;1;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Very low brightness;S1
Pseudanabaena limnetica;(Lemmermann) Komárek;PSELIM;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Pseudanabaenaceae;Pseudanabaena;Pseudanabaena limnetica;Fil.;None;Cylinder;Cylinder;1;2.2;4;12;10;280;1.88;Nanophytoplankton;Mesophytoplankton;Nanoplankton;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;1;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Very low brightness;S1
Pseudanabaena mucicola;(Naumann & Huber-Pestalozzi) Schwabe;PSEMUC;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Pseudanabaenaceae;Pseudanabaena;Pseudanabaena mucicola;Fil.;None;Cylinder;Cylinder;1.3;2.8;2;5;71;110;11.82;Picophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;1;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;Very low brightness;S1
Pseudanabaena voronichinii;Anagnostidis;PSEVOR;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Pseudanabaenaceae;Pseudanabaena;Pseudanabaena voronichinii;Fil.;None;Cylinder;Cylinder;1.4;1.8;3.2;9.4;6;#NA;1.16;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;1;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater;Eutrophic;Very low brightness;S1
Radiocystis aphanothecoidea;Hindák;RAIAPH;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Chroococcales;Microcystaceae;Radiocystis;Radiocystis aphanothecoidea;Col.;None;Rotationnal Ellipsoid;#NA;2.5;3;4;5;20;#NA;3.60;Nanophytoplankton;Microphytoplankton;Nanoplankton;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater;Mesotrophic;#NA;Lo
Radiocystis geminata;Skuja;RAIGEM;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Chroococcales;Microcystaceae;Radiocystis;Radiocystis geminata;Col.;None;Sphere;#NA;2.5;5;2.7;4.8;7;#NA;1.34;Nanophytoplankton;Mesophytoplankton;Nanoplankton;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater;Mesotrophic;#NA;Lo
Rhabdoderma lineare;Schmidle & Lauterborn em. Hollerbach;RHALIN;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Synechococcaceae;Rhabdoderma;Rhabdoderma lineare;Col.;Cel.;Rotationnal Ellipsoid;#NA;0.8;3.5;4;22;43;#NA;7.38;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Oligo-mesotrophic;#NA;#NA
Rhabdogloea minuta;Hickel;RGLMIN;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Synechococcaceae;Rhabdogloea;Rhabdogloea minuta;Col.;None;Cone with half Sphere;#NA;2.5;6;6;12;1.7;#NA;0.36;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;#NA;#NA;#NA
